5.1 3.5 1.4 0.2 Iris-setosa id_1 
4.9 3.0 1.4 0.2 Iris-setosa id_2 
4.7 3.2 1.3 0.2 Iris-setosa id_3 
4.6 3.1 1.5 0.2 Iris-setosa id_4 
5.0 3.6 1.4 0.2 Iris-setosa id_5 
5.4 3.9 1.7 0.4 Iris-setosa id_6 
4.6 3.4 1.4 0.3 Iris-setosa id_7 
5.0 3.4 1.5 0.2 Iris-setosa id_8 
4.4 2.9 1.4 0.2 Iris-setosa id_9 
4.9 3.1 1.5 0.1 Iris-setosa id_10 
5.4 3.7 1.5 0.2 Iris-setosa id_11 
4.8 3.4 1.6 0.2 Iris-setosa id_12 
4.8 3.0 1.4 0.1 Iris-setosa id_13 
4.3 3.0 1.1 0.1 Iris-setosa id_14 
5.8 4.0 1.2 0.2 Iris-setosa id_15 
5.7 4.4 1.5 0.4 Iris-setosa id_16 
5.4 3.9 1.3 0.4 Iris-setosa id_17 
5.1 3.5 1.4 0.3 Iris-setosa id_18 
5.7 3.8 1.7 0.3 Iris-setosa id_19 
5.1 3.8 1.5 0.3 Iris-setosa id_20 
5.4 3.4 1.7 0.2 Iris-setosa id_21 
5.1 3.7 1.5 0.4 Iris-setosa id_22 
4.6 3.6 1.0 0.2 Iris-setosa id_23 
5.1 3.3 1.7 0.5 Iris-setosa id_24 
4.8 3.4 1.9 0.2 Iris-setosa id_25 
5.0 3.0 1.6 0.2 Iris-setosa id_26 
5.0 3.4 1.6 0.4 Iris-setosa id_27 
5.2 3.5 1.5 0.2 Iris-setosa id_28 
5.2 3.4 1.4 0.2 Iris-setosa id_29 
4.7 3.2 1.6 0.2 Iris-setosa id_30 
4.8 3.1 1.6 0.2 Iris-setosa id_31 
5.4 3.4 1.5 0.4 Iris-setosa id_32 
5.2 4.1 1.5 0.1 Iris-setosa id_33 
5.5 4.2 1.4 0.2 Iris-setosa id_34 
4.9 3.1 1.5 0.1 Iris-setosa id_35 
5.0 3.2 1.2 0.2 Iris-setosa id_36 
5.5 3.5 1.3 0.2 Iris-setosa id_37 
4.9 3.1 1.5 0.1 Iris-setosa id_38 
4.4 3.0 1.3 0.2 Iris-setosa id_39 
5.1 3.4 1.5 0.2 Iris-setosa id_40 
5.0 3.5 1.3 0.3 Iris-setosa id_41 
4.5 2.3 1.3 0.3 Iris-setosa id_42 
4.4 3.2 1.3 0.2 Iris-setosa id_43 
5.0 3.5 1.6 0.6 Iris-setosa id_44 
5.1 3.8 1.9 0.4 Iris-setosa id_45 
4.8 3.0 1.4 0.3 Iris-setosa id_46 
5.1 3.8 1.6 0.2 Iris-setosa id_47 
4.6 3.2 1.4 0.2 Iris-setosa id_48 
5.3 3.7 1.5 0.2 Iris-setosa id_49 
5.0 3.3 1.4 0.2 Iris-setosa id_50 
7.0 3.2 4.7 1.4 Iris-versicolor id_51 
6.4 3.2 4.5 1.5 Iris-versicolor id_52 
6.9 3.1 4.9 1.5 Iris-versicolor id_53 
5.5 2.3 4.0 1.3 Iris-versicolor id_54 
6.5 2.8 4.6 1.5 Iris-versicolor id_55 
5.7 2.8 4.5 1.3 Iris-versicolor id_56 
6.3 3.3 4.7 1.6 Iris-versicolor id_57 
4.9 2.4 3.3 1.0 Iris-versicolor id_58 
6.6 2.9 4.6 1.3 Iris-versicolor id_59 
5.2 2.7 3.9 1.4 Iris-versicolor id_60 
5.0 2.0 3.5 1.0 Iris-versicolor id_61 
5.9 3.0 4.2 1.5 Iris-versicolor id_62 
6.0 2.2 4.0 1.0 Iris-versicolor id_63 
6.1 2.9 4.7 1.4 Iris-versicolor id_64 
5.6 2.9 3.6 1.3 Iris-versicolor id_65 
6.7 3.1 4.4 1.4 Iris-versicolor id_66 
5.6 3.0 4.5 1.5 Iris-versicolor id_67 
5.8 2.7 4.1 1.0 Iris-versicolor id_68 
6.2 2.2 4.5 1.5 Iris-versicolor id_69 
5.6 2.5 3.9 1.1 Iris-versicolor id_70 
5.9 3.2 4.8 1.8 Iris-versicolor id_71 
6.1 2.8 4.0 1.3 Iris-versicolor id_72 
6.3 2.5 4.9 1.5 Iris-versicolor id_73 
6.1 2.8 4.7 1.2 Iris-versicolor id_74 
6.4 2.9 4.3 1.3 Iris-versicolor id_75 
6.6 3.0 4.4 1.4 Iris-versicolor id_76 
6.8 2.8 4.8 1.4 Iris-versicolor id_77 
6.7 3.0 5.0 1.7 Iris-versicolor id_78 
6.0 2.9 4.5 1.5 Iris-versicolor id_79 
5.7 2.6 3.5 1.0 Iris-versicolor id_80 
5.5 2.4 3.8 1.1 Iris-versicolor id_81 
5.5 2.4 3.7 1.0 Iris-versicolor id_82 
5.8 2.7 3.9 1.2 Iris-versicolor id_83 
6.0 2.7 5.1 1.6 Iris-versicolor id_84 
5.4 3.0 4.5 1.5 Iris-versicolor id_85 
6.0 3.4 4.5 1.6 Iris-versicolor id_86 
6.7 3.1 4.7 1.5 Iris-versicolor id_87 
6.3 2.3 4.4 1.3 Iris-versicolor id_88 
5.6 3.0 4.1 1.3 Iris-versicolor id_89 
5.5 2.5 4.0 1.3 Iris-versicolor id_90 
5.5 2.6 4.4 1.2 Iris-versicolor id_91 
6.1 3.0 4.6 1.4 Iris-versicolor id_92 
5.8 2.6 4.0 1.2 Iris-versicolor id_93 
5.0 2.3 3.3 1.0 Iris-versicolor id_94 
5.6 2.7 4.2 1.3 Iris-versicolor id_95 
5.7 3.0 4.2 1.2 Iris-versicolor id_96 
5.7 2.9 4.2 1.3 Iris-versicolor id_97 
6.2 2.9 4.3 1.3 Iris-versicolor id_98 
5.1 2.5 3.0 1.1 Iris-versicolor id_99 
5.7 2.8 4.1 1.3 Iris-versicolor id_100 
6.3 3.3 6.0 2.5 Iris-virginica id_101 
5.8 2.7 5.1 1.9 Iris-virginica id_102 
7.1 3.0 5.9 2.1 Iris-virginica id_103 
6.3 2.9 5.6 1.8 Iris-virginica id_104 
6.5 3.0 5.8 2.2 Iris-virginica id_105 
7.6 3.0 6.6 2.1 Iris-virginica id_106 
4.9 2.5 4.5 1.7 Iris-virginica id_107 
7.3 2.9 6.3 1.8 Iris-virginica id_108 
6.7 2.5 5.8 1.8 Iris-virginica id_109 
7.2 3.6 6.1 2.5 Iris-virginica id_110 
6.5 3.2 5.1 2.0 Iris-virginica id_111 
6.4 2.7 5.3 1.9 Iris-virginica id_112 
6.8 3.0 5.5 2.1 Iris-virginica id_113 
5.7 2.5 5.0 2.0 Iris-virginica id_114 
5.8 2.8 5.1 2.4 Iris-virginica id_115 
6.4 3.2 5.3 2.3 Iris-virginica id_116 
6.5 3.0 5.5 1.8 Iris-virginica id_117 
7.7 3.8 6.7 2.2 Iris-virginica id_118 
7.7 2.6 6.9 2.3 Iris-virginica id_119 
6.0 2.2 5.0 1.5 Iris-virginica id_120 
6.9 3.2 5.7 2.3 Iris-virginica id_121 
5.6 2.8 4.9 2.0 Iris-virginica id_122 
7.7 2.8 6.7 2.0 Iris-virginica id_123 
6.3 2.7 4.9 1.8 Iris-virginica id_124 
6.7 3.3 5.7 2.1 Iris-virginica id_125 
7.2 3.2 6.0 1.8 Iris-virginica id_126 
6.2 2.8 4.8 1.8 Iris-virginica id_127 
6.1 3.0 4.9 1.8 Iris-virginica id_128 
6.4 2.8 5.6 2.1 Iris-virginica id_129 
7.2 3.0 5.8 1.6 Iris-virginica id_130 
7.4 2.8 6.1 1.9 Iris-virginica id_131 
7.9 3.8 6.4 2.0 Iris-virginica id_132 
6.4 2.8 5.6 2.2 Iris-virginica id_133 
6.3 2.8 5.1 1.5 Iris-virginica id_134 
6.1 2.6 5.6 1.4 Iris-virginica id_135 
7.7 3.0 6.1 2.3 Iris-virginica id_136 
6.3 3.4 5.6 2.4 Iris-virginica id_137 
6.4 3.1 5.5 1.8 Iris-virginica id_138 
6.0 3.0 4.8 1.8 Iris-virginica id_139 
6.9 3.1 5.4 2.1 Iris-virginica id_140 
6.7 3.1 5.6 2.4 Iris-virginica id_141 
6.9 3.1 5.1 2.3 Iris-virginica id_142 
5.8 2.7 5.1 1.9 Iris-virginica id_143 
6.8 3.2 5.9 2.3 Iris-virginica id_144 
6.7 3.3 5.7 2.5 Iris-virginica id_145 
6.7 3.0 5.2 2.3 Iris-virginica id_146 
6.3 2.5 5.0 1.9 Iris-virginica id_147 
6.5 3.0 5.2 2.0 Iris-virginica id_148 
6.2 3.4 5.4 2.3 Iris-virginica id_149 
5.9 3.0 5.1 1.8 Iris-virginica id_150
